WHO_REGION,UNICEF_REGION,WBINCOME_SHORT_STATUS,WHO_LEGAL_STATUS_TITLE,DEVELOPMENT_STATUS,COVAX_STATUS,COUNTRYNAME,ISO_3_CODE,MONTH_DESCRIPTION,PROCUREMENT_TYPE,MANUFACTURER_DESCRIPTION,VACCINE_NAME,TOTAL_DOSES
AFR,WCARO,Middle income,Member State,Least developed,AMC,Sao Tome and Principe,STP,2022-09-08T23:00:00.000Z,MULTILATERAL_AFRICAN,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,79200
AFR,WCARO,Middle income,Member State,Least developed,AMC,Sao Tome and Principe,STP,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,276700
AFR,WCARO,Middle income,Member State,Least developed,AMC,Senegal,SEN,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,200000
AFR,WCARO,Middle income,Member State,Least developed,AMC,Senegal,SEN,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,1768260
AFR,WCARO,Middle income,Member State,Least developed,AMC,Senegal,SEN,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,796800
AFR,WCARO,Middle income,Member State,Least developed,AMC,Senegal,SEN,2022-06-05T23:00:00.000Z,COVAX_FACILITY,Serum Institute of India,AstraZeneca - Vaxzevria,
AFR,WCARO,Middle income,Member State,Least developed,AMC,Senegal,SEN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,265590
AFR,WCARO,Middle income,Member State,Least developed,AMC,Senegal,SEN,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Sinovac,Sinovac - CoronaVac,1109318
AFR,WCARO,Middle income,Member State,Least developed,AMC,Senegal,SEN,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,3939968
AMR,,High income,Territory or Area,Developing,,Bermuda,BMU,2022-07-06T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,26400
AMR,,High income,Territory or Area,Developing,,Bermuda,BMU,2022-07-06T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,
AMR,,High income,Territory or Area,Developing,,Bermuda,BMU,2022-07-06T23:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,
AMR,,High income,Territory or Area,Developing,,Bermuda,BMU,2022-07-06T23:00:00.000Z,NR,NR,All vaccine types,26400
AMR,Dev,High income,Member State,Developed economy,No,United States of America,USA,2022-07-06T23:00:00.000Z,NR,NR,All vaccine types,600000000
AMR,Dev,High income,Member State,Developed economy,No,United States of America,USA,2022-07-06T23:00:00.000Z,OTHER,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,100000000
AMR,Dev,High income,Member State,Developed economy,No,United States of America,USA,2022-07-06T23:00:00.000Z,OTHER,Moderna,Moderna - Spikevax,300000000
AMR,Dev,High income,Member State,Developed economy,No,United States of America,USA,2022-07-06T23:00:00.000Z,OTHER,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,200000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-03-03T00:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,Unknown Vaccine,20000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-03-03T00:00:00.000Z,BILATERAL_AGREEMENT,Serum Institute of India,Unknown Vaccine,20000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,20000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,BILATERAL_AGREEMENT,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,38000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,BILATERAL_AGREEMENT,Medicago Inc,Medicago - VLP,76000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,BILATERAL_AGREEMENT,Moderna,Moderna - Spikevax,44000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,BILATERAL_AGREEMENT,Novavax,Novavax - Covavax,76000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,76000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,BILATERAL_AGREEMENT,Sanofi Pasteur - GSK,Sanofi GSK - Vidprevtyn,72000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,BILATERAL_AGREEMENT,Serum Institute of India,AstraZeneca - Vaxzevria,2000000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-03-03T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,Unknown Vaccine,1624800
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,1624800
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-03-03T00:00:00.000Z,DONATION,AstraZeneca,Unknown Vaccine,1500000
AMR,Dev,High income,Member State,Developed economy,Self-financing,Canada,CAN,2022-08-07T23:00:00.000Z,NR,NR,All vaccine types,405624800
AMR,LACRO,,Territory or Area,Developing,,Anguilla,AIA,2022-12-12T00:00:00.000Z,NR,NR,All vaccine types,24010
AMR,LACRO,,Territory or Area,Developing,,Anguilla,AIA,2022-12-12T00:00:00.000Z,OTHER,AstraZeneca,AstraZeneca - Vaxzevria,20500
AMR,LACRO,,Territory or Area,Developing,,Anguilla,AIA,2022-12-12T00:00:00.000Z,OTHER,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,3510
AMR,LACRO,High income,Territory or Area,Developing,,British Virgin Islands,VGB,2022-05-04T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,38000
AMR,LACRO,High income,Territory or Area,Developing,,British Virgin Islands,VGB,2022-05-04T23:00:00.000Z,NR,NR,All vaccine types,38000
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2022-07-06T23:00:00.000Z,DONATION,Serum Institute of India,AstraZeneca - Vaxzevria,5000
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2022-09-08T23:00:00.000Z,DONATION,AnGes Biopharmaceutical,Pfizer BioNTech - Comirnaty,17500
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2022-09-08T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,12000
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2022-09-08T23:00:00.000Z,DONATION,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,38500
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2022-09-08T23:00:00.000Z,DONATION,Vaxxinity Inc,Gamaleya - Sputnik-Light,2000
AMR,LACRO,High income,Member State,Developing,Self-financing,Antigua and Barbuda,ATG,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,70000
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,30000
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,100800
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,14040
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,60000
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,30000
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,140200
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,90000
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,NR,NR,All vaccine types,472040
AMR,LACRO,High income,Member State,Developing,Self-financing,Barbados,BRB,2022-12-12T00:00:00.000Z,OTHER,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,7000
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-05-04T23:00:00.000Z,BILATERAL_AGREEMENT,CanSino Biologicals,CanSino - Convidecia,300000
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-05-04T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,2589600
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-05-04T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,489600
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-05-04T23:00:00.000Z,MULTILATERAL_OTHER,Sinovac,Sinovac - CoronaVac,17100000
AMR,LACRO,High income,Member State,Developing,Self-financing,Chile,CHL,2022-05-04T23:00:00.000Z,NR,NR,All vaccine types,20479200
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-04-03T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,21600
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-12-12T00:00:00.000Z,COVAX_FACILITY,Serum Institute of India,SII - Covishield,41500
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-06-05T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,5000
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-06-05T23:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,20000
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-12-12T00:00:00.000Z,DONATION,AstraZeneca,SII - Covishield,5000
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-12-12T00:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,11700
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-12-12T00:00:00.000Z,NR,NR,All vaccine types,79800
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-06-05T23:00:00.000Z,OTHER,AstraZeneca,AstraZeneca - Vaxzevria,21600
AMR,LACRO,High income,Member State,Developing,Self-financing,Saint Kitts and Nevis,KNA,2022-12-12T00:00:00.000Z,OTHER,AstraZeneca,SII - Covishield,21600
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2022-08-07T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,67200
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2022-08-07T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,26000
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2022-08-07T23:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,100000
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2022-08-07T23:00:00.000Z,DONATION,Bharat Biotech,Pfizer BioNTech - Comirnaty,305770
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2022-08-07T23:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,27000
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2022-08-07T23:00:00.000Z,MULTILATERAL_AFRICAN,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,800000
AMR,LACRO,High income,Member State,Developing,Self-financing,Trinidad and Tobago,TTO,2022-08-07T23:00:00.000Z,NR,NR,All vaccine types,1325970
AMR,LACRO,High income,Member State,Developing,Self-financing,Uruguay,URY,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,3355560
AMR,LACRO,High income,Member State,Developing,Self-financing,Uruguay,URY,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,3850000
AMR,LACRO,High income,Member State,Developing,Self-financing,Uruguay,URY,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,48000
AMR,LACRO,High income,Member State,Developing,Self-financing,Uruguay,URY,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,50400
AMR,LACRO,High income,Member State,Developing,Self-financing,Uruguay,URY,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,7354360
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,8700000
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,2469960
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,1008000
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,471510
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Serum Institute of India,SII - Covishield,1062500
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,300000
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,1000350
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,300000
AMR,LACRO,Middle income,Member State,Developing,AMC,Bolivia (Plurinational State of),BOL,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,15312320
AMR,LACRO,Middle income,Member State,Developing,AMC,Dominica,DMA,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,
AMR,LACRO,Middle income,Member State,Developing,AMC,Dominica,DMA,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Serum Institute of India,SII - Covishield,
AMR,LACRO,Middle income,Member State,Developing,AMC,Dominica,DMA,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,
AMR,LACRO,Middle income,Member State,Developing,AMC,Dominica,DMA,2022-09-08T23:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,46800
AMR,LACRO,Middle income,Member State,Developing,AMC,Dominica,DMA,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,46800
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-05-04T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,1500000
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,20000
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,1668000
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,96000
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Moderna,Moderna - Spikevax,3000200
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,317070
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Serum Institute of India,SII - Covishield,33600
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-11-11T00:00:00.000Z,DONATION,Sinovac,Sinovac - CoronaVac,150000
AMR,LACRO,Middle income,Member State,Developing,AMC,El Salvador,SLV,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,5284870
AMR,LACRO,Middle income,Member State,Developing,AMC,Grenada,GRD,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,45600
AMR,LACRO,Middle income,Member State,Developing,AMC,Grenada,GRD,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,
AMR,LACRO,Middle income,Member State,Developing,AMC,Grenada,GRD,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,SII - Covishield,
AMR,LACRO,Middle income,Member State,Developing,AMC,Grenada,GRD,2022-11-11T00:00:00.000Z,DONATION,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,
AMR,LACRO,Middle income,Member State,Developing,AMC,Grenada,GRD,2022-11-11T00:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,29250
AMR,LACRO,Middle income,Member State,Developing,AMC,Grenada,GRD,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,74850
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,4200000
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,4400370
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,424800
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,117000
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,189600
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,477839
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,DONATION,Moderna,Moderna - Spikevax,3000100
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,MULTILATERAL_OTHER,AstraZeneca,SII - Covishield,510400
AMR,LACRO,Middle income,Member State,Developing,AMC,Honduras,HND,2022-10-09T23:00:00.000Z,NR,NR,All vaccine types,13320109
AMR,LACRO,Middle income,Member State,Developing,AMC,Nicaragua,NIC,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,310000
AMR,LACRO,Middle income,Member State,Developing,AMC,Nicaragua,NIC,2022-06-05T23:00:00.000Z,DONATION,AstraZeneca,SII - Covishield,335000
AMR,LACRO,Middle income,Member State,Developing,AMC,Nicaragua,NIC,2022-06-05T23:00:00.000Z,DONATION,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,3000
AMR,LACRO,Middle income,Member State,Developing,AMC,Nicaragua,NIC,2022-06-05T23:00:00.000Z,NR,NR,All vaccine types,648000
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Lucia,LCA,2022-06-05T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,24000
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Lucia,LCA,2022-06-05T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,26400
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Lucia,LCA,2022-06-05T23:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,25000
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Lucia,LCA,2022-06-05T23:00:00.000Z,NR,NR,All vaccine types,75400
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07-06T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,21600
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07-06T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,24000
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-05-04T23:00:00.000Z,DONATION,Serum Institute of India,AstraZeneca - Vaxzevria,85600
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07-06T23:00:00.000Z,DONATION,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,1820
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07-06T23:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,40000
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07-06T23:00:00.000Z,NR,NR,All vaccine types,137420
AMR,LACRO,Middle income,Member State,Developing,AMC,Saint Vincent and the Grenadines,VCT,2022-07-06T23:00:00.000Z,OTHER,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,50000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,CanSino Biologicals,CanSino - Convidecia,
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Moderna,Moderna - Spikevax,
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Serum Institute of India,SII - Covishield,
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Argentina,ARG,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-05-04T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,SII - Covishield,67200
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-12-12T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,100800
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-12-12T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,42000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-12-12T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,200000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-12-12T00:00:00.000Z,DONATION,AstraZeneca,SII - Covishield,1000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-12-12T00:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,10000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-12-12T00:00:00.000Z,DONATION,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,14800
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-12-12T00:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,286650
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Belize,BLZ,2022-12-12T00:00:00.000Z,NR,NR,All vaccine types,655250
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Brazil,BRA,2022-05-04T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,200000970
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Brazil,BRA,2022-05-04T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,5073600
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Brazil,BRA,2022-05-04T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,842400
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Brazil,BRA,2022-05-04T23:00:00.000Z,NR,NR,All vaccine types,205916970
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,9997560
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,9000000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Moderna,Moderna - Spikevax,10000000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,15000570
